"","id","condcode","item","sentencetype","predictability","ROI","laterality","anteriority","window","amplitude","target","target.cloze","target.len","target.lg10WF"
"20144","1_40","1","40","old","high","8","midline","posterior","t300_500",6.11325666666667,"slain",0.7,5,1.97
"20156","1_40","1","40","old","high","9","right","posterior","t300_500",7.18098516666667,"slain",0.7,5,1.97
"20218","1_41","1","41","old","high","7","left","posterior","t300_500",-4.79804166666667,"beaten",0.323,6,2.79
"20225","1_41","1","41","old","high","9","right","posterior","t300_500",-3.19986825,"beaten",0.323,6,2.79
"20229","1_41","1","41","old","high","8","midline","posterior","t300_500",-5.97034833333333,"beaten",0.323,6,2.79
"20272","1_42","1","42","old","high","7","left","posterior","t300_500",4.099,"saved",0.067,5,3.55
"20289","1_42","1","42","old","high","8","midline","posterior","t300_500",2.7603625,"saved",0.067,5,3.55
"20298","1_42","1","42","old","high","9","right","posterior","t300_500",2.16082,"saved",0.067,5,3.55
"20336","1_43","1","43","old","high","8","midline","posterior","t300_500",12.9145,"punished",0.267,8,2.72
"20350","1_43","1","43","old","high","7","left","posterior","t300_500",11.9752,"punished",0.267,8,2.72
"20371","1_43","1","43","old","high","9","right","posterior","t300_500",9.83703333333333,"punished",0.267,8,2.72
"20405","1_44","1","44","old","high","8","midline","posterior","t300_500",7.163,"praised",0.156,7,1.94
"20417","1_44","1","44","old","high","9","right","posterior","t300_500",5.28333333333333,"praised",0.156,7,1.94
"20439","1_44","1","44","old","high","7","left","posterior","t300_500",7.69376666666667,"praised",0.156,7,1.94
"20462","1_45","1","45","old","high","9","right","posterior","t300_500",6.9707715,"penalized",0.125,9,1.36
"20471","1_45","1","45","old","high","8","midline","posterior","t300_500",6.205243,"penalized",0.125,9,1.36
"20519","1_45","1","45","old","high","7","left","posterior","t300_500",4.457713,"penalized",0.125,9,1.36
"20531","1_46","1","46","old","high","9","right","posterior","t300_500",-0.369730833333334,"selected",0.1,8,2.4
"20564","1_46","1","46","old","high","8","midline","posterior","t300_500",-0.135966666666666,"selected",0.1,8,2.4
"20583","1_46","1","46","old","high","7","left","posterior","t300_500",0.645828333333333,"selected",0.1,8,2.4
"20621","1_47","1","47","old","high","9","right","posterior","t300_500",5.64272333333333,"helped",0.097,6,3.38
"20648","1_47","1","47","old","high","8","midline","posterior","t300_500",6.13612333333333,"helped",0.097,6,3.38
"20654","1_47","1","47","old","high","7","left","posterior","t300_500",5.75492166666667,"helped",0.097,6,3.38
"20703","1_48","1","48","old","high","9","right","posterior","t300_500",-9.582787,"recommended",0.3,11,2.44
"20704","1_48","1","48","old","high","8","midline","posterior","t300_500",-10.278425,"recommended",0.3,11,2.44
"20725","1_48","1","48","old","high","7","left","posterior","t300_500",-7.29099,"recommended",0.3,11,2.44
"20785","1_49","1","49","old","high","8","midline","posterior","t300_500",9.97468,"recommended",0.433,11,2.44
"20796","1_49","1","49","old","high","7","left","posterior","t300_500",9.39303,"recommended",0.433,11,2.44
"20805","1_49","1","49","old","high","9","right","posterior","t300_500",9.68869,"recommended",0.433,11,2.44
"20842","1_50","1","50","old","high","9","right","posterior","t300_500",4.51906,"treated",0.355,7,3.09
"20859","1_50","1","50","old","high","7","left","posterior","t300_500",4.491369,"treated",0.355,7,3.09
"20875","1_50","1","50","old","high","8","midline","posterior","t300_500",4.95314,"treated",0.355,7,3.09
"20907","1_51","1","51","old","high","9","right","posterior","t300_500",4.430761,"read",0.091,4,4.09
"20924","1_51","1","51","old","high","8","midline","posterior","t300_500",3.012877,"read",0.091,4,4.09
"20952","1_51","1","51","old","high","7","left","posterior","t300_500",3.443877,"read",0.091,4,4.09
"20977","1_52","1","52","old","high","9","right","posterior","t300_500",-2.57745,"convinced",0.118,9,3.03
"20991","1_52","1","52","old","high","8","midline","posterior","t300_500",-3.76026,"convinced",0.118,9,3.03
"21022","1_52","1","52","old","high","7","left","posterior","t300_500",-3.458598,"convinced",0.118,9,3.03
"21058","1_53","1","53","old","high","9","right","posterior","t300_500",4.17675,"used",0.059,4,4.24
"21088","1_53","1","53","old","high","8","midline","posterior","t300_500",5.77983108333333,"used",0.059,4,4.24
"21094","1_53","1","53","old","high","7","left","posterior","t300_500",5.7641825,"used",0.059,4,4.24
"21121","1_54","1","54","old","high","7","left","posterior","t300_500",-1.98483,"studied",0.242,7,2.76
"21156","1_54","1","54","old","high","8","midline","posterior","t300_500",-2.09583,"studied",0.242,7,2.76
"21162","1_54","1","54","old","high","9","right","posterior","t300_500",-1.84867,"studied",0.242,7,2.76
"21189","1_55","1","55","old","high","7","left","posterior","t300_500",2.871565,"recommended",0.091,11,2.44
"21209","1_55","1","55","old","high","9","right","posterior","t300_500",2.22991416666667,"recommended",0.091,11,2.44
"21231","1_55","1","55","old","high","8","midline","posterior","t300_500",3.71834666666667,"recommended",0.091,11,2.44
"21281","1_56","1","56","old","high","8","midline","posterior","t300_500",-5.44151666666667,"injured",0.059,7,2.73
"21287","1_56","1","56","old","high","9","right","posterior","t300_500",-6.80796666666667,"injured",0.059,7,2.73
"21292","1_56","1","56","old","high","7","left","posterior","t300_500",-3.78320833333333,"injured",0.059,7,2.73
"21348","1_57","1","57","old","high","9","right","posterior","t300_500",1.49466666666667,"saved",0.515,5,3.55
"21354","1_57","1","57","old","high","7","left","posterior","t300_500",3.48528,"saved",0.515,5,3.55
"21372","1_57","1","57","old","high","8","midline","posterior","t300_500",2.21161666666667,"saved",0.515,5,3.55
"21409","1_58","1","58","old","high","7","left","posterior","t300_500",3.37510583333333,"defeated",0.303,8,2.45
"21430","1_58","1","58","old","high","9","right","posterior","t300_500",4.1976075,"defeated",0.303,8,2.45
"21455","1_58","1","58","old","high","8","midline","posterior","t300_500",3.35081166666667,"defeated",0.303,8,2.45
"21483","1_59","1","59","old","high","9","right","posterior","t300_500",4.37820833333333,"praised",0.088,7,1.94
"21515","1_59","1","59","old","high","7","left","posterior","t300_500",0.899895,"praised",0.088,7,1.94
"21522","1_59","1","59","old","high","8","midline","posterior","t300_500",3.39500666666667,"praised",0.088,7,1.94
"21548","1_60","1","60","old","high","9","right","posterior","t300_500",-1.593976,"punished",0.273,8,2.72
"21570","1_60","1","60","old","high","8","midline","posterior","t300_500",-2.081351,"punished",0.273,8,2.72
"21596","1_60","1","60","old","high","7","left","posterior","t300_500",-2.03825,"punished",0.273,8,2.72
"21626","1_61","1","61","old","high","8","midline","posterior","t300_500",1.88794083333333,"served",0.121,6,3
"21643","1_61","1","61","old","high","9","right","posterior","t300_500",0.00765333333333318,"served",0.121,6,3
"21671","1_61","1","61","old","high","7","left","posterior","t300_500",2.03568333333333,"served",0.121,6,3
"21708","1_62","1","62","old","high","8","midline","posterior","t300_500",1.26990666666667,"fired",0.394,5,3.5
"21728","1_62","1","62","old","high","9","right","posterior","t300_500",2.68946666666667,"fired",0.394,5,3.5
"21743","1_62","1","62","old","high","7","left","posterior","t300_500",1.42017666666667,"fired",0.394,5,3.5
"21761","1_63","1","63","old","high","9","right","posterior","t300_500",2.39808583333333,"thrown",0.161,6,3.02
"21796","1_63","1","63","old","high","8","midline","posterior","t300_500",1.37854916666667,"thrown",0.161,6,3.02
"21812","1_63","1","63","old","high","7","left","posterior","t300_500",2.46359,"thrown",0.161,6,3.02
"21840","1_64","1","64","old","high","9","right","posterior","t300_500",8.20384,"visited",0.4,7,2.55
"21867","1_64","1","64","old","high","8","midline","posterior","t300_500",8.41934,"visited",0.4,7,2.55
"21869","1_64","1","64","old","high","7","left","posterior","t300_500",11.173484,"visited",0.4,7,2.55
"21902","1_65","1","65","old","high","7","left","posterior","t300_500",-1.77346,"caught",0.067,6,3.68
"21937","1_65","1","65","old","high","9","right","posterior","t300_500",-3.243235,"caught",0.067,6,3.68
"21954","1_65","1","65","old","high","8","midline","posterior","t300_500",-2.61811,"caught",0.067,6,3.68
"22001","1_66","1","66","old","high","9","right","posterior","t300_500",2.720279,"targeted",0.1,8,2.05
"22014","1_66","1","66","old","high","8","midline","posterior","t300_500",3.84235,"targeted",0.1,8,2.05
"22026","1_66","1","66","old","high","7","left","posterior","t300_500",5.02692,"targeted",0.1,8,2.05
"22088","1_67","1","67","old","high","7","left","posterior","t300_500",2.86166,"played",0.613,6,3.46
"22095","1_67","1","67","old","high","9","right","posterior","t300_500",-2.836289,"played",0.613,6,3.46
"22097","1_67","1","67","old","high","8","midline","posterior","t300_500",2.537449,"played",0.613,6,3.46
"22133","1_68","1","68","old","high","7","left","posterior","t300_500",-8.5156625,"dated",0.067,5,2.78
"22154","1_68","1","68","old","high","9","right","posterior","t300_500",-7.2492,"dated",0.067,5,2.78
"22166","1_68","1","68","old","high","8","midline","posterior","t300_500",-9.736505,"dated",0.067,5,2.78
"22224","1_69","1","69","old","high","7","left","posterior","t300_500",-4.070375,"disqualified",0.065,12,1.93
"22242","1_69","1","69","old","high","8","midline","posterior","t300_500",-5.2149475,"disqualified",0.065,12,1.93
"22246","1_69","1","69","old","high","9","right","posterior","t300_500",-6.04395875,"disqualified",0.065,12,1.93
"22262","1_70","1","70","old","high","7","left","posterior","t300_500",1.14261666666667,"beaten",0.267,6,2.79
"22289","1_70","1","70","old","high","8","midline","posterior","t300_500",1.049665,"beaten",0.267,6,2.79
"22305","1_70","1","70","old","high","9","right","posterior","t300_500",0.772116666666667,"beaten",0.267,6,2.79
"22353","1_71","1","71","old","high","8","midline","posterior","t300_500",3.02927166666667,"helped",0.1,6,3.38
"22373","1_71","1","71","old","high","9","right","posterior","t300_500",4.19167916666667,"helped",0.1,6,3.38
"22384","1_71","1","71","old","high","7","left","posterior","t300_500",3.49149666666667,"helped",0.1,6,3.38
"22415","1_72","1","72","old","high","9","right","posterior","t300_500",-1.0557675,"caught",0.1,6,3.68
"22447","1_72","1","72","old","high","8","midline","posterior","t300_500",-0.6536475,"caught",0.1,6,3.68
"22453","1_72","1","72","old","high","7","left","posterior","t300_500",1.27846875,"caught",0.1,6,3.68
"22520","1_73","1","73","old","high","9","right","posterior","t300_500",-0.1179925,"fired",0.8,5,3.5
"22525","1_73","1","73","old","high","8","midline","posterior","t300_500",0.1891625,"fired",0.8,5,3.5
"22526","1_73","1","73","old","high","7","left","posterior","t300_500",2.7513375,"fired",0.8,5,3.5
"22557","1_74","1","74","old","high","7","left","posterior","t300_500",6.14276666666667,"hired",0.1,5,3.23
"22597","1_74","1","74","old","high","9","right","posterior","t300_500",5.93446666666667,"hired",0.1,5,3.23
"22603","1_74","1","74","old","high","8","midline","posterior","t300_500",6.59741666666667,"hired",0.1,5,3.23
"22619","1_75","1","75","old","high","7","left","posterior","t300_500",-2.1636525,"fired",0.4,5,3.5
"22648","1_75","1","75","old","high","9","right","posterior","t300_500",-1.83654625,"fired",0.4,5,3.5
"22658","1_75","1","75","old","high","8","midline","posterior","t300_500",-2.804815,"fired",0.4,5,3.5
"22694","1_76","1","76","old","high","7","left","posterior","t300_500",1.74180166666667,"hired",0.25,5,3.23
"22734","1_76","1","76","old","high","8","midline","posterior","t300_500",1.66326416666667,"hired",0.25,5,3.23
"22742","1_76","1","76","old","high","9","right","posterior","t300_500",2.468065,"hired",0.25,5,3.23
"22804","1_77","1","77","old","high","9","right","posterior","t300_500",10.82213,"defeated",0.167,8,2.45
"22806","1_77","1","77","old","high","8","midline","posterior","t300_500",12.774518,"defeated",0.167,8,2.45
"22818","1_77","1","77","old","high","7","left","posterior","t300_500",12.34314,"defeated",0.167,8,2.45
"22841","1_78","1","78","old","high","9","right","posterior","t300_500",1.14281166666667,"defeated",0.161,8,2.45
"22861","1_78","1","78","old","high","7","left","posterior","t300_500",0.3906,"defeated",0.161,8,2.45
"22872","1_78","1","78","old","high","8","midline","posterior","t300_500",-0.877833333333333,"defeated",0.161,8,2.45
"22902","1_79","1","79","old","high","9","right","posterior","t300_500",-5.15322375,"fired",0.267,5,3.5
"22939","1_79","1","79","old","high","7","left","posterior","t300_500",-6.2409075,"fired",0.267,5,3.5
"22945","1_79","1","79","old","high","8","midline","posterior","t300_500",-6.0086,"fired",0.267,5,3.5
"22969","1_80","1","80","old","high","9","right","posterior","t300_500",10.6498591666667,"cured",0.129,5,2.49
"22994","1_80","1","80","old","high","7","left","posterior","t300_500",13.9716566666667,"cured",0.129,5,2.49
"23040","1_80","1","80","old","high","8","midline","posterior","t300_500",12.590175,"cured",0.129,5,2.49
"23068","1_81","1","81","old","high","7","left","posterior","t300_500",5.0015,"hidden",0.323,6,3.04
"23071","1_81","1","81","old","high","9","right","posterior","t300_500",5.266075,"hidden",0.323,6,3.04
"23112","1_81","1","81","old","high","8","midline","posterior","t300_500",5.01565166666667,"hidden",0.323,6,3.04
"23149","1_82","1","82","old","high","7","left","posterior","t300_500",2.77766833333333,"scared",0.267,6,3.83
"23165","1_82","1","82","old","high","8","midline","posterior","t300_500",-0.0205416666666666,"scared",0.267,6,3.83
"23167","1_82","1","82","old","high","9","right","posterior","t300_500",-2.21812866666667,"scared",0.267,6,3.83
"23198","1_83","1","83","old","high","7","left","posterior","t300_500",0.4392,"used",0.25,4,4.24
"23215","1_83","1","83","old","high","9","right","posterior","t300_500",-1.26580916666667,"used",0.25,4,4.24
"23251","1_83","1","83","old","high","8","midline","posterior","t300_500",-0.615890833333333,"used",0.25,4,4.24
"23265","1_84","1","84","old","high","7","left","posterior","t300_500",3.3885175,"chosen",0.226,6,2.97
"23274","1_84","1","84","old","high","9","right","posterior","t300_500",1.47888125,"chosen",0.226,6,2.97
"23324","1_84","1","84","old","high","8","midline","posterior","t300_500",2.016395,"chosen",0.226,6,2.97
"23352","1_85","1","85","old","high","7","left","posterior","t300_500",4.305525,"adopted",0.433,7,2.63
"23373","1_85","1","85","old","high","9","right","posterior","t300_500",1.26053333333333,"adopted",0.433,7,2.63
"23375","1_85","1","85","old","high","8","midline","posterior","t300_500",2.7679,"adopted",0.433,7,2.63
"23413","1_86","1","86","old","high","9","right","posterior","t300_500",3.5566572,"dated",0.406,5,2.78
"23425","1_86","1","86","old","high","7","left","posterior","t300_500",2.07336,"dated",0.406,5,2.78
"23472","1_86","1","86","old","high","8","midline","posterior","t300_500",0.760789,"dated",0.406,5,2.78
"23490","1_87","1","87","old","high","7","left","posterior","t300_500",1.312915,"imprisoned",0.063,10,2.03
"23515","1_87","1","87","old","high","8","midline","posterior","t300_500",-0.864621,"imprisoned",0.063,10,2.03
"23527","1_87","1","87","old","high","9","right","posterior","t300_500",-3.37647,"imprisoned",0.063,10,2.03
"23559","1_88","1","88","old","high","7","left","posterior","t300_500",3.41466,"married",0.467,7,4.09
"23581","1_88","1","88","old","high","9","right","posterior","t300_500",3.85349616666667,"married",0.467,7,4.09
